Work Order,Description,Work Type,Location
WDW1088194,SAFETY - 425030 -Driver unable to activate TSO on HMI,CM,707030
WDW1088193,,CM,707007
WDW1088192,PIS- 425002 - Unable to enter route codes for PIS - ASW,CM,707009
WDW1088191,CAB-421-HMI blank. HMI MCB Tripped and now OK.,CM,707001
WDW1088190,Doors - 423014 - Door D communication fault,CM,707014
WDW1087958,Cab - 425002 - Cab heating not working,CM,707002
WDW1087957,PIS-422-B Door GOP needs replacing.,CM,707026
WDW1087956,PIS - 425009 - PA PTT button faulty,CM,707009
WDW1087953,PIS - 707026 - PIS screens blank,CM,707026
WDW1087951,Lighting - 425025 - B side tail light not working,CM,707025
WDW1087950,INTERIOR-425014- Lower vent panel A1 door missing vent grill.,CM,707014
WDW1087949,Safety - 421029 - Loss of OTMR/JRU,CM,707029
WDW1087845,DOORS - 422009 GOP faulty 'D' door,CM,707009
WDW1087844,PIS - 421011 - PA handset in cab faulty,CM,707011
WDW1087843,Underframe-422-Bogie1 B side vertical damper leaking.,CM,707008
WDW1087841,POWER SUPPLY - 422 - A02 Battery charger not working,CM,707017
WDW1087731,PIS - 425001 -Cab handset fault reported - see text,CM,707001
WDW1087728,Administrative test,CM,707001
WDW1087727,PUWER SUPPLY-425- A-Side bogie No2 shoegear dump stop damaged.,CM,707008
WDW1087724,DOORS - Door fault reported by guard (cleared in service),CM,707021
WDW1087723,DOORS - Door fault reported by guard (cleared in service),CM,707012
WDW1087707,BRAKE test failed 425 emergency brake pressure too low(LOM til 20/02,CM,707017
WDW1087706,,CM,
WDW1087705,Power supply - 707015 - DC container cables rubbing on busbar,CM,707015
WDW1087591,DOORS - 421027 - GOP faulty (1REP),CM,707027
WDW1087590,,CM,707023
WDW1087589,PIS-421023-Orange PA button on handset faulty,CM,707023
WDW1087585,DOORS-707027-Door control fault GOP on TMS,CM,707027
WDW1087584,PIS-421001-NO start bells or PA from cab,CM,707001
WDW1087578,INTERIOR-42- Lower vent panel A1 door missing vent grill (NPN),CM,707028
WDW1087575,Underframe - 423018 - Bogie 1 ELV fault - Stuck in emergency operation mod,CM,707018
WDW1087574,Power supply - 707016 - Battery drain - PAR,CM,707016
WDW1087354,"Cab - 425019 - Cab to saloon door, operating bar detached one end.",CM,707019
WDW1087350,PIS-425-PA handset not working. Talk button not working.,CM,707018
WDW1087348,SAFETY - 425007 - Loss of OTDR/JRU in leading coach,CM,707007
WDW1087339,DOORS-425-C Door light barrier not working.,CM,707018
WDW1087336,UNDERFRAME-425025 -  W4 Primary damper to change,CM,707025
WDW1087333,SAFETY - 421024 - No sound coming out of GSMR cab speaker. GSMR mcb tripped/reset. no more heard,CM,707024
WDW1087332,UNDERFRAME-UNIT-All wheels need turning on lathe,CM,707025
WDW1087331,UNDERFRAME-423025 -  W1-Primary damper to change,CM,707025
WDW1087330,UNDERFRAME – UFX required (see long text),CM,707027
WDW1087329,Carbody - Underframe - Inspect,CM,707008
WDW1087325,'++RB6 Battery Control - Charger 2: demand and feedback are not the same (auto generated),CM,707011
WDW1087207,PIS - 421023 Cab-cab not working,CM,707023
WDW1087206,Underframe - 421011 - Bogie 2 axle 3 missing cover from stud on bottom of gearbox,CM,707011
WDW1087205,Power supply - 421011 - slight cracks in arc shield Bogie 1 A side,CM,707011
WDW1087204,Power supply - 421011 - Cracked shoe arm pivot assembly Bogie 2 B side,CM,707011
WDW1087203,UNDERFRAME - Found on exam 7 gearbox's have oil contamination See Long Description,CM,707011
WDW1087198,POWER - Loss of line (most likely due to ice on con rail),CM,707021
WDW1087197,Underframe - 707030 - 11 axles require lathe attention,CM,707030
WDW1087196,Cab - 707002 - Windscreen wiper not working Both cabs,CM,707002
WDW1087195,Brakes - 424018 - Failed brake test with parking brake 9REP - PAR,CM,707018
WDW1087189,CAB - 421024 - Wiper defect,CM,707024
WDW1087183,Safety - 425009 - TI/FLT illuminated on DMI - PAR,CM,707009
WDW1087178,Under-frame – WHEEL LATHE - all wheels check / turn,CM,707008
WDW1087176,Safety - 425023 - GSMR handset cradle defective,CM,707023
WDW1087173,PIS - 425001 - PA handset in the cab is temperamental,CM,707001
WDW1087170,PIS - 425021 - PIS displays blank,CM,707021
WDW1087169,PIS - 421012 - Cab to Cab Handset broken cable,CM,707012
WDW1087166,UNDERFRAME- 422- RailBAM Wheel inspection/ Ovality checks required,CM,707011
WDW1086934,Power supply - 421024 - Arc shield cracked bogie 1 B side,CM,707024
WDW1086933,PIS - 421008-  Signal bell on desk not working,CM,707008
WDW1086931,SAFETY – 7018 – HMI is Not Reachable (auto alert),CM,707018
WDW1086810,WHEELS - Lathe required for diameter difference & flanges,CM,707027
WDW1086809,Lighting - 425027 - RHS (A side ) headlight glass damaged,CM,707027
WDW1086808,Exterior - 425027 - Damaged emergency door release label,CM,707027
WDW1086807,Interior - 425030 - Roof panel latch damaged,CM,707030
WDW1086804,CCTV - 425025 - Saloon 2 camera images is live all the time,CM,707025
WDW1086799,Power supply - 707016 - Possible battery drain - PAR,CM,707016
WDW1086796,CAB - 421 - LHS Headlight flickering LOM 23/01/21,CM,707024
WDW1086791,PIS - 725 - PA handset not working correctly,CM,707029
WDW1086790,SAFETY - Major alarm light illuminated - no fault messages,CM,707017
WDW1086788,CCTV - DOO function fault,CM,707014
WDW1086787,BRAKES - 424018 - CLY MM reports brake test failure (8th REP),CM,707018
WDW1086775,DOORS-425005-Grinding noise on cab door E.,CM,707005
WDW1086622,Underframe - 421005 - Earth return non rotation leg on wheel 2 bush worn/loose,CM,707005
WDW1086619,HVAC - 425 -Cab HVAC fans not running - LOM 21.01,CM,707030
WDW1086511,SAFETY-425023-TPWS Temporary Islolation switch seal broken,CM,707023
WDW1086510,POWER - Earth fault 110v detected,CM,707011
WDW1086430,LSER Inspection Defect Report - 707006,CM,707006
WDW1086354,CAB - Un-configured Train in Motion,CM,707014
WDW1086346,PIS - 421004 PA Handset defective,CM,707004
WDW1086345,CCTV - 421010 - FF camera not recording,CM,707010
WDW1086338,HVAC - 421 - 'Unit fresh air supply failure' Fault Code,CM,707002
WDW1086282,LSER Inspection Defect Report - 707004,CM,707004
WDW1086237,LSER Inspection Defect Report - 707003,CM,707003
WDW1086235,HVAC – 425025 – No cab heating,CM,707025
WDW1086234,GSMR – 421023 – Handset button missing - GSMR,CM,707023
WDW1086232,HVAC - 422012 - Saloon HVAC heater elements open circuit,CM,707012
WDW1086230,SAFETY - 425 - Cab handset not allowing communication to the driver.,CM,707029
WDW1086229,SAFETY - 421017. GSM-R not working,CM,707017
WDW1086227,PIS - 421004 - PA Handset found defective during test,CM,707004
WDW1086224,Exterior - 707012 - MRPIC labels on 421/425 coach in wrong location,CM,707012
WDW1086217,PIS-421013-Exposed wires on PA handset.,CM,707013
WDW1086210,CCTV- 425015- CCTV display only showing 5 coaches.,CM,707015
WDW1086092,Exterior - 425012 - Graffiti on A side of saloon(non offensive),CM,707012
WDW1085959,UNDERFRAME- 421021 Arc shield on bogie 2 wheel 3 &4 requires replacement,CM,707021
WDW1085958,UNDERFRAME - 110v DC Earth fault (LOM 14/01),CM,707014
WDW1085957,PIS - Cab-Cab not working - PIS rebooted,CM,707001
WDW1085956,CAB - 425001 - Start bells quiet,CM,707001
WDW1085955,SAFETY - 424019 - Smoke detector failure Saloon in coach 424,CM,707019
WDW1085614,PA- 425021- Cab to cab faulty (guard unable to hear driver),CM,707021
WDW1085602,421016 - SPCS Unavailable,CM,707016
WDW1085601,Energy monitoring - Unit Reporting Low Energy Consumption,CM,707018
WDW1085589,HVAC - 425025 - No cab heat,CM,707025
WDW1085588,Underframe - Lathe required - wheels out of tolerance,CM,707024
WDW1085586,SAFETY - 421 - DMI issues,CM,707016
WDW1085585,Safety - 421007 - TPWS TI/FL fault briefly shown on HMI @ 08:10,CM,707007
WDW1085581,DOOR - Door A6: Faulty- 421008,CM,707008
WDW1085580,Safety Systems - JRU Format - 707002,CM,707002
WDW1085579,Safety Systems - JRU Format - 707027,CM,707027
WDW1085577,Safety Systems - Smoke detector failure - 425030,CM,707030
WDW1085576,Safety Systems - Smoke detector failure - 422018,CM,707018
WDW1085457,SAFETY- 421009- Reported by CLY Loss of OTDR/ JRU on HMI,CM,707009
WDW1085455,SAFETY- 425012- Vigilance self-test cancelled,CM,707012
WDW1085448,"CAB- 421030- cab seat adjuster LH sticking out further than usual, trip hazard.",CM,707030
WDW1085418,HVAC - 425014- Cab heating not working very well,CM,707014
WDW1085314,BRAKES - 422008 FAILED BRAKES TEST (2nd REP),CM,707008
WDW1085311,HVAC - 421007- Cab Heating not working (Repeat defect),CM,707007
WDW1085309,HVAC- 421030- Cab HVAC no heat,CM,707030
WDW1085308,SAFETY - 421 54 21 12FD: Loss of OTDR/JRU in leading coach,CM,707018
WDW1085307,CAB - 421 - PBC spring weak / defective,CM,707018
WDW1085305,SAFETY-425015  Smoke Detector failure,CM,707015
WDW1085050,Doors - 421001 - Door F egress non operational (See related),CM,707001
WDW1085049,Doors - 423001 - Door D functional fault (See related),CM,707001
WDW1085046,SAFETY – 425 - 542512fa: Loss of OTDR/JRU in trailing cab.,CM,707026
WDW1085044,Safety - 421014 - Brief loss of GSMR,CM,707014
WDW1084919,,CM,
WDW1084915,PIS-425026-PA handset doesn't need button holding in to make announcement.,CM,707026
WDW1084911,LIGHTING - 421 - 6221149f  External light rotary switch fault coach 421,CM,707016
WDW1084910,BRAKES - 425 - Defective brake contactor / brakes isolated,CM,707019
WDW1084909,CAB – 425 – HMI not working LOM 26/12/20,CM,707011
WDW1084908,HVAC - 425 - Cab aircon not working.,CM,707024
WDW1084890,"Brakes - 422008 - Replace Brake caliper on Bogie 1, Axle 1",CM,707008
WDW1084889,"Brakes - 422008 - Replace Brake caliper with parking brake on Bogie 1, Axle 1",CM,707008
WDW1084888,"Brakes - 422008 - Replace Brake caliper on Bogie 1, Axle 2",CM,707008
WDW1084887,"Brakes - 422008 - Replace Brake caliper with parking brake on Bogie 1, Axle 2",CM,707008
WDW1084886,Safety - 424007 - Smoke detector failure after reboot,CM,707007
WDW1084765,PIS- 425014- PA in cab not working,CM,707014
WDW1084764,CAB-425-Back wall closes in less than 1.5sec.,CM,707022
WDW1084763,PIS - 423 - PIS fault in coach 423. Internal displays are not working,CM,707026
WDW1084762,Cab - 421021 - Unable to close the cab back wall door from the Saloon side,CM,707021
WDW1084758,Coupler - 421009 - Unable to occupy cab after uncoupling (see lond desc),CM,707009
WDW1084757,Energy monitoring - Unit Reporting Low Energy Consumption,CM,707018
WDW1084756,Running gear - Replace/verify fasteners questioned in SRD TL0079,CM,707028
WDW1084754,CAB-425-drivers coat hook missing.,CM,707004
WDW1084752,PIS - 421007 - PA Handset broken,CM,707007
WDW1084751,"UNDERFRAME-421,422,423- Wheels out of spec REAP026",CM,707022
WDW1084750,Doors - 421017 - Cab door control faults,CM,707017
WDW1084748,Communication - No RDA data available - 707018,CM,707018
WDW1084745,Batteries-423008 BLG2 HC-A02 Requires renewal as swapped from 423022,CM,707008
WDW1084743,CAB-425-F Door drop light glass bubble in inside top left corner,CM,707019
WDW1084742,HVAC - 421 - Cab heating not working,CM,707028
WDW1084632,DOORS - 425014 - Through door control issues (See comments),CM,707014
WDW1084627,CAB - 421009 - 421 Cab dead after unit split,CM,707009
WDW1084626,PIS - 425023 - 912516b6- One of the switches or pushbuttons for door control on cab GOP in coac,CM,707023
WDW1084495,HVAC - 421019 -  RB1 TE - HVAC-11: Faulty,CM,707019
WDW1084494,BCU - 425030 -  Minor Fault Gateway Valve,CM,707030
WDW1084493,BCU - 425024 -  Minor Fault Gateway Valve,CM,707024
WDW1084492,BCU - 421012 -  Minor Fault Gateway Valve,CM,707012
WDW1084491,BCU - 421005 -  Minor Fault Gateway Valve,CM,707005
WDW1084490,PIS - 421024 and 4250124 - LED Side error,CM,707024
WDW1084489,DOOR - 421027 - RBA TE - Door A5: Warning,CM,707027
WDW1084488,DOOR - 421021 - RB1 TE - Door 15: Warning,CM,707021
WDW1084487,DOOR - 421019 - RB1 TE - Door 13: Warning,CM,707019
WDW1084477,WHEELS - 423 wheels to check - impact report on Railbam (PI),CM,707023
WDW1084476,WHEELS - 422/423 wheels to check - report of on Railbam,CM,707025
WDW1084474,SAFETY- 425023- Loss of OTDR/ JRU in trailing cab reported by prep driver,CM,707023
WDW1084472,PIS - Unit PIS showing Out of service,CM,707028
WDW1084460,Brakes - 422008 - Failed brake test 1REP PAR,CM,707008
WDW1084352,PIS - 425025- Difficulty establishing cab to crew communication,CM,707025
WDW1084351,HVAC - 424005- No heating 424 coach,CM,707005
WDW1084350,HVAC- 423010- No heating 423 coach,CM,707010
WDW1084349,CCTV - 421009 - Top screen discoloured,CM,707009
WDW1084348,"CCTV - 425027 - Top CCTV Screen, White, Green , Purple bands.",CM,707027
WDW1084346,PIS- 425010- Cab communication,CM,707010
WDW1084345,,CM,IN FACILITY
WDW1084344,DC Traction Container - Defective,CM,IN FACILITY
WDW1084342,SAFETY- 425007- GSMR fault,CM,707007
WDW1084340,SAFETY - 424019 - Smoke detector failure saloon,CM,707019
WDW1084338,BOOGIE - 421017 - ELV bogie 2 air pressure values not plausible with BCU,CM,707017
WDW1084336,BRAKES - 422 - BCU issue - failed brake test,CM,707008
WDW1084335,BRAKES - 421 - BCU Faulty (PAR),CM,707015
WDW1084329,PIS - 421 - PA keeps cutting out when using handset in cab,CM,707025
WDW1084328,HVAC - 421 - Cab HVAC not working,CM,707025
WDW1084327,Power supply - 422023 - Battery charger defective HC-A01,CM,707023
WDW1084326,Power supply - 423015 - Battery charger HC-A02 Defective,CM,707015
WDW1084325,DOORS - 425030 - C door LOOU (voicemail),CM,707030
WDW1084324,HVAC-421007 Cab Heating Failure,CM,707007
WDW1084323,Brakes- 425007 Brake Resistor Faults (See Long Descrp),CM,707007
WDW1084322,CAB - 425 - Clicking coming from Cab,CM,707007
WDW1084290,PIS - 424030 - a2241b68  PIS fault in coach 424,CM,707030
WDW1084289,Power supply - 422022 - DC110V Load shedding stage 1 active,CM,707022
WDW1084258,POWER - 421 - Load shedding reported (PAR),CM,707017
WDW1084256,EXTERIOR - 425 - External graffiti,CM,707005
WDW1084255,DOO - 707008 - DOO Function Fault  A2 251B52,CM,707008
WDW1084252,CCTV- -421005 - Monitors not working,CM,707005
WDW1084250,SANDERS-421/425- Sander level to check. Not checked for 3 days,CM,707008
WDW1084249,SANDERS-421/425- Sander level to check. Not checked for 3 days,CM,707001
WDW1084247,SANDERS-421/425- Sander level to check. Not checked for 3 days,CM,707026
WDW1084246,SANDERS-421/425- Sander level to check. Not checked for 3 days,CM,707025
WDW1084244,CCTV-425/423-DOO camera failed,CM,707019
WDW1084163,DEMOBILISATION - INTERIOR- 425007 Door paint damage,CM,707007
WDW1084139,PIS - 425002 - Unable to enter codes into PIS,CM,707002
WDW1084138,PIS - PIS screens not showing any information,CM,707013
WDW1084137,"UNDERFRAME - Wheel lathe, all wheels turned & post lathe",CM,707028
WDW1084136,BRAKES -425011- Unsolicited emergency brake application,CM,707011
WDW1084131,DOOR - 425025 -Unable to open cab back wall door from saloon side,CM,707025
WDW1084129,CCTV - a2251b52 DOO function fault,CM,707024
WDW1084120,Underframe - 707009 - 422+425 bogie 2 require lathe attention,CM,707009
WDW1084119,POWER SUPPLY- 422022- Battery temperature sensor electronic BLG1,CM,707022
WDW1084118,Safety - 421022 - TI/FLT flashing and unable to gain brake release,CM,707022
WDW1084117,Coupler - 421009 - Heating element exterior surface damaged,CM,707009
WDW1084115,Coupler - 425009 - Heating element damaged,CM,707009
WDW1084113,HVAC- 421003- No Cab heat,CM,707003
WDW1084111,HVAC - 425 - 71 25 152C - Cab HVAC wash mode failure coach 425(RAR),CM,707012
WDW1084110,UNDERFRAME-421/425- Flange lube tanks leaking from drainplug.,CM,707009
WDW1084109,UNDERFRAME-422-Wheel No2 bogie vertical damper leaking.,CM,707009
WDW1084106,PIS - 425024 - PA not working from cab REP2,CM,707024
WDW1084104,"CAb-421- Righthand side door permission button on desk, spring broken.",CM,707014
WDW1084103,CAB-425-F door open button cover missing.,CM,707014
WDW1084101,HVAC - 425012 - No coach heating,CM,707012
WDW1084099,Doors - 707004 - PAX counting data issue,CM,707004
WDW1084098,PN - 421017 - SPSR A1 defect (see long desc)(LOM 16/12),CM,707017
WDW1084097,Running Gear - Earth return end cap bots - 80% torque check,CM,707020
WDW1084096,PIS - 421001 - PA not working,CM,707001
WDW1083865,INTERIOR - 425 - Damaged bin lock/lid by door A,CM,707008
WDW1083864,CCTV - 707006 - DOO only showing front 5 (707020 leading 707006 trailing),CM,707006
WDW1083862,CCTV – 425 – DOO function fault,CM,707008
WDW1083857,Interior-421004-ceiling panel +62 latch damaged,CM,707004
WDW1083856,Battery Device - Battery charger 422 A01 Fault,CM,707015
WDW1083855,POWER- 425015- TCUP11 locked out after isolation. (NPN),CM,707015
WDW1083850,CAB- 425021_ Found on exam cab backwall light not working,CM,707021
WDW1083849,UNDERFRAME- Wheel Check requested by NR for wheel contamination,CM,707003
WDW1083846,SAFETY - 421 - Loss of OTDR/JRU (PC104 card requires formating),CM,707004
WDW1083845,"UNDERFRAME - Wheel lathe, all wheels turned & post lathe",CM,707007
WDW1083843,CAB- 421018- Cab spot light flashing,CM,707018
WDW1083842,BRAKES- 424018- Unit failed parking brake test after unit powered up after isolation (LOM)  29/11),CM,707018
WDW1083836,PIS-425028- PA Handset,CM,707028
WDW1083829,PIS- 707026- Vague report of cab handset not working,CM,707026
WDW1083814,PIS- 425012- PA handset working intermittently,CM,707012
WDW1083799,SAFETY - 421 - GSM-R handset robbed to service 421001,CM,707002
WDW1083798,SAFETY - 425 - GSM-R handset robbed to service 425001,CM,707002
WDW1083797,423001 DOO camera ASW,CM,707001
WDW1083796,SAFETY-425002-unable to cancel AWS,CM,707002
